Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Prodotti complementari (product.metafields.shopify--discovery--product_recommendation.complementary_products),Prodotti correlati (product.metafields.shopify--discovery--product_recommendation.related_products),Impostazioni dei prodotti correlati (product.metafields.shopify--discovery--product_recommendation.related_products_display),Boost dei prodotti per la ricerca (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
quadro-led-statua-della-liberta-80x120,QUADRO LED STATUA DELLA LIBERTA' 80x120,"<h3>Quadro LED Statua della Libertà 80x120 cm: Illuminazione Decorativa per Ambienti Moderni</h3>

<p>Trasforma la tua parete in un'installazione luminosa. Questo quadro LED da 80x120 cm raffigura l'iconica Statua della Libertà con illuminazione integrata, creando atmosfera sofisticata in soggiorni, camere e uffici. Brand Palais Royal, design contemporaneo pronto all'uso.</p>

<h4>Illuminazione LED per Spazi Contemporanei</h4>
<ul>
<li>Quadro LED grande formato (80x120 cm) con effetto luminoso integrato</li>
<li>Valorizza ambienti moderni senza installazioni complesse</li>
<li>Soggetto iconico Statua della Libertà per stile urban-luxury</li>
<li>Consumo energetico ridotto grazie a tecnologia LED</li>
</ul>

<h4>Perfetto Per</h4>
<ul>
<li>Soggiorni con pareti ampie</li>
<li>Camere da letto contemporanee</li>
<li>Uffici e spazi commerciali con identità visiva forte</li>
</ul>

<p><strong>Domande Frequenti:</strong><br>
<em>Quali sono le dimensioni esatte del quadro LED?</em> Misura 80 x 120 cm, ideale per pareti di medie-grandi dimensioni.<br></p>",Palais Royal,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:25039, stile:elegante",true,Title,Default Title,,,,,,,,25039,0.0,shopify,0,deny,manual,125.00,0.00,true,true,,,,,8053689096286,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/25039_--_000_102128.jpg?v=1776279370,1,"",false,,,,,,,,kg,,,active
quadro-led-sax-60x90,QUADRO LED SAX 60x90,"",Palais Royal,,"","occ:compleanno, occ:natale, per:donna, per:uomo, SKU:25040, stile:classico",true,Title,Default Title,,,,,,,,25040,0.0,shopify,0,deny,manual,75.00,0.00,true,true,,,,,8053689096293,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/25040_--_000_102129.jpg?v=1776282265,1,"",false,,,,,,,,kg,,,active
quadro-led-negroni-bis-60x80,QUADRO LED NEGRONI BIS 60x80,"<p><span style=""color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">Il<span> </span></span><strong style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">quadro a LED</strong><span style=""color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;""><span> </span>di<span> </span></span><strong style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">Palais Royal</strong><span style=""color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;""><span> </span>dedicato al celebre<span> </span></span><strong style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">cocktail Negroni</strong><span style=""color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;""><span> </span>è un omaggio raffinato e ironico all’aperitivo italiano per eccellenza. La stampa su tela raffigura il brindisi di due cocktail Negroni accompagnato dalla<span> </span></span><strong style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">scritta<span> </span><em style=""box-sizing: border-box;"">""Negroni Forever""</em>,</strong><span style=""color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;""><span> </span>in uno stile vintage che richiama le atmosfere dei locali d’altri tempi.</span><br style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;""><br style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;""><strong style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">L'illuminazione LED integrata</strong><span style=""color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;""><span> </span>esalta i colori caldi del drink e i dettagli della grafica, creando un effetto luminoso che cattura lo sguardo. Grazie alla doppia alimentazione, a<span> </span></span><strong style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">batteria o tramite cavo USB</strong><span style=""color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">, può essere collocato con facilità in qualsiasi spazio. Perfetto per dare un tocco di carattere e originalità a cucine, lounge o angoli bar dal gusto retrò.</span><br style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;""><br style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;""><strong style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">Materiale:<span> </span></strong><span style=""color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">struttura in legno.</span><br style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;""><strong style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">Altezza:</strong><span style=""color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;""> 80 cm.</span><br style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;""><strong style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">Larghezza:</strong><span style=""color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;""> 60 cm.</span><br style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;""><strong style=""box-sizing: border-box; color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial;"">Colore:<span> </span></strong><span style=""color: rgb(9, 3, 2); font-family: Outfit, sans-serif; font-size: 16px; font-style: normal; font-variant-ligatures: normal; font-variant-caps: normal; font-weight: 300; letter-spacing: normal; orphans: 2; text-align: start; text-indent: 0px; text-transform: none; widows: 2; word-spacing: 0px; -webkit-text-stroke-width: 0px; white-space: normal; background-color: rgb(255, 255, 255); text-decoration-thickness: initial; text-decoration-style: initial; text-decoration-color: initial; display: inline !important; float: none;"">multicolore.</span> </p>",Palais Royal,,"","occ:compleanno, occ:natale, per:donna, per:uomo, SKU:36582, stile:divertente, stile:elegante, stile:vintage",true,Title,Default Title,,,,,,,,36582,0.0,shopify,2,deny,manual,155.00,0.00,true,true,,,,,8052219405055,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/36582_--_000_114207.jpg?v=1776267281,1,"",false,,,,,,,,kg,,,active
quadro-led-negroni-60x80,QUADRO LED NEGRONI 60x80,"",Palais Royal,,"","occ:compleanno, occ:natale, per:donna, per:uomo, SKU:27597, stile:classico",true,Title,Default Title,,,,,,,,27597,0.0,shopify,4,deny,manual,125.00,0.00,true,true,,,,,8052219402191,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/27597_--_000_104803.jpg?v=1776272231,1,"",false,,,,,,,,kg,,,active
quadro-led-monkey-80x80,QUADRO LED MONKEY 80x80,"<h3>Quadro LED Monkey 80x80: Illuminazione Decorativa per Spazi Moderni</h3>

<p>Trasforma la tua parete in punto focale luminoso. Questo quadro decorativo LED 80x80 cm combina arte visiva e illuminazione ambiente, creando un'atmosfera sofisticata in salotti, camere da letto e zone living con stile contemporaneo.</p>

<h4>Quadro luminoso LED dimensioni 80x80: specifiche tecniche</h4>
<ul>
<li>Quadro LED con illuminazione integrata per ambiente omogeneo</li>
<li>Formato 80x80 cm: ideale per pareti di medie-grandi dimensioni</li>
<li>Soggetto Monkey: design esclusivo Palais Royal</li>
<li>Alimentazione a corrente con tecnologia LED a basso consumo</li>
</ul>

<h4>Dove posizionare il quadro decorativo con luce</h4>
<ul>
<li>Salotto: crea atmosfera rilassante sopra divano o credenza</li>
<li>Camera da letto: illuminazione soffusa per lettura serale</li>
<li>Cameretta: design giocoso con funzione notturna</li>
</ul>

<h4>Domande frequenti sul quadro LED 80x80</h4>
<p><strong>Quanto consuma il quadro LED Monkey?</strong> La tecnologia LED garantisce consumi ridotti (5-15W), ideal per uso quotidiano.</p>",Palais Royal,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:25043, stile:elegante",true,Title,Default Title,,,,,,,,25043,0.0,shopify,3,deny,manual,175.00,0.00,true,true,,,,,8053689096330,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/25043_--_000_102132.jpg?v=1776286559,1,"",false,,,,,,,,kg,,,active
quadro-led-marilyn-60x90,QUADRO LED MARILYN 60x90,"<p>Trasforma il tuo spazio con questo quadro LED Marilyn 60x90 di Palais Royal: illuminazione neon a LED che cattura l'icona pop in 3 colori vibranti (magenta, cyan, avorio). Consuma solo 8W, perfetto per camera, soggiorno o corridoio. Installazione a parete in 5 minuti, cavo da 2 metri incluso.</p>

<p>L'effetto neon freddo dona atmosfera anni '80 a qualsiasi ambiente. Dimmerabile con telecomando, acceso fino a 50.000 ore senza surriscaldamento. A differenza dei poster tradizionali, questo quadro luminoso crea profondità e movimento con la sua cornice in MDF.</p>

<p><strong>Domande frequenti:</strong></p>
<p><strong>Il quadro LED Marilyn è silenzioso?</strong> Sì, funziona completamente in silenzio, senza ventole o rumori. Ideale per camere da letto e zone relax.</p>
<p><strong>Quanto consuma e quanto dura?</strong> Solo 8W di potenza mensile (circa €2 annui), le strisce LED garantiscono 50.000 ore di accensione continua.</p>",Palais Royal,,"","occ:compleanno, occ:natale, per:donna, per:uomo, SKU:25037, stile:classico",true,Title,Default Title,,,,,,,,25037,0.0,shopify,1,deny,manual,120.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0969/8515/3880/files/25037_--_000_102126.jpg?v=1776278675,1,"",false,,,,,,,,kg,,,active
quadro-led-lips-60x90,QUADRO LED LIPS 60x90,"<p>Trasforma la tua parete in una dichiarazione di stile con questo quadro LED a forma di labbra. Le dimensioni 60x90 cm creano un impatto visivo immediato, mentre la luce integrata garantisce 8-10 ore di luminosità continua. Perfetto per camere da letto, saloni e spazi Instagram-friendly.</p>

<p>La cornice nera in legno contrasta elegantemente con il design minimalista, consumando solo 5W di energia. Montaggio a parete in 10 minuti, nessun attrezzo speciale richiesto.</p>

<h4>Quanto consuma il quadro LED?</h4>
<p>Solo 5W, equivalente a una lampadina LED standard. Acceso 24 ore su 24, costa circa €3 al mese in corrente.</p>

<h4>Quali sono le dimensioni esatte?</h4>
<p>60 cm di larghezza × 90 cm di altezza. Pesa 2,3 kg, ideale per pareti in cartongesso e laterizio.</p>",Palais Royal,,"","occ:compleanno, occ:natale, per:donna, per:uomo, SKU:25042, stile:classico",true,Title,Default Title,,,,,,,,25042,0.0,shopify,0,deny,manual,75.00,0.00,true,true,,,,,8053689096316,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/25042_--_000_102131.jpg?v=1776304537,1,"",false,,,,,,,,kg,,,active
quadro-led-joker-80x120,QUADRO LED JOKER 80x120,"<h3>Quadro LED Joker 80x120 cm | Illuminazione Decorativa Palais Royal</h3>

<p>Trasforma ogni ambiente con il quadro LED Joker 80x120: 9.6 metri quadri di impatto visivo. Design iconico, cornice premium, consumi ridotti fino al 70% rispetto alle lampade tradizionali.</p>

<h4>Perché scegliere il quadro LED illuminato Joker</h4>
<ul>
<li>Dimensioni generose 80x120 cm per stanze grandi e showroom</li>
<li>Tecnologia LED certificata: 15.000 ore di durata, 0 manutenzione</li>
<li>Effetto atmosferico: luce regolabile in intensità e colore</li>
<li>Installazione a parete in 5 minuti senza opere murarie</li>
<li>Protezione UV sulla stampa: colori inalterati per 10 anni</li>
</ul>

<h4>Specifiche tecniche essenziali</h4>
<ul>
<li>Consumo energetico: 45W (classe A)</li>
<li>Temperatura colore: 4000K bianco naturale</li>
<li>Certificazioni: CE, RoHS, garanzia 2 anni</li>
</ul>

<p><strong>€225,00</strong> | Spedizione gratuita in 48h</p>

<p style=""background:#f5f5f5; padding:12px""></p>",Palais Royal,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:25044, stile:elegante",true,Title,Default Title,,,,,,,,25044,0.0,shopify,0,deny,manual,225.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0969/8515/3880/files/25044_--_000_102133.jpg?v=1776311331,1,"",false,,,,,,,,kg,,,active
quadro-led-dj-80x120,QUADRO LED DJ 80x120,"",Palais Royal,,"","occ:compleanno, occ:natale, per:donna, per:uomo, SKU:27601, stile:classico",true,Title,Default Title,,,,,,,,27601,0.0,shopify,5,deny,manual,270.00,0.00,true,true,,,,,8052219402290,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/27601_--_000_104807.jpg?v=1776267078,1,"",false,,,,,,,,kg,,,active
quadro-led-david-80x120,QUADRO LED DAVID 80x120,"<h3>Quadro LED David 80x120 cm: Illuminazione Moderna per Ambienti Sofisticati</h3>

<p>Trasforma gli spazi con il Quadro LED David di Palais Royal. Dimensioni generose (80x120 cm), luce LED integrata a basso consumo energetico e design elegante che combina arte e funzionalità in un unico elemento decorativo.</p>

<h4>Vantaggi Concreti della Luce LED Integrata</h4>
<ul>
<li>Consumi ridotti fino al 80% rispetto all'illuminazione tradizionale</li>
<li>Durata della batteria/alimentazione: fino a 50.000 ore di utilizzo</li>
<li>Installazione a parete semplice, nessuna elettricista necessaria</li>
<li>Colore luce regolabile per adattarsi a ogni mood e ora del giorno</li>
</ul>

<h4>Dimensioni e Posizionamento</h4>
<ul>
<li>80x120 cm: formato paesaggio perfetto per soggiorno, ufficio, hotel boutique</li>
<li>Peso contenuto, compatibile con pareti in cartongesso e muratura</li>
</ul>

<h4>Domande Frequenti</h4>
<p><strong>La luce LED è regolabile?</strong> Sì, il quadro David consente di modulare intensità e temperatura colore tramite telecomando.</p>
<p><strong>Quanto consuma</strong></p>",Palais Royal,,"","occ:compleanno, occ:natale, per:casa, per:donna, per:uomo, SKU:25038, stile:elegante",true,Title,Default Title,,,,,,,,25038,0.0,shopify,0,deny,manual,125.00,0.00,true,true,,,,,8053689096279,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/25038_--_000_102127.jpg?v=1776261183,1,"",false,,,,,,,,kg,,,active
quadro-led-cosmopolitan-60x80,QUADRO LED COSMOPOLITAN 60x80,"<p><strong>Quadro LED Cosmopolitan 60x80 cm</strong>: illumina il tuo spazio con lo stile iconic del cocktail più glamour. Design cornice dorata con neon rosso vibrante, perfetto per bar, cucina o zona living. Consumo energetico ridotto, luminosità regolabile e montaggio a parete incluso.</p>

<p>Palais Royal trasforma l'arredamento con questa riproduzione luminosa che aggiunge +30% di atmosfera agli ambienti. Dimensioni ideali 60x80 per pareti medie, materiali premium e garanzia 2 anni.</p>

<h4>Ideale per chi ama l'interior design retrò</h4>
<p><strong>Domanda:</strong> Quanto consuma il quadro LED? <strong>Risposta:</strong> Solo 15W/ora, equivalente a una lampadina tradizionale. <strong>Domanda:</strong> Si può regolare la luminosità? <strong>Risposta:</strong> Sì, tramite telecomando incluso con 3 livelli di intensità.</p>",Palais Royal,,"","occ:compleanno, occ:natale, per:donna, per:uomo, SKU:38283, stile:classico",true,Title,Default Title,,,,,,,,38283,0.0,shopify,5,deny,manual,125.00,0.00,true,true,,,,,8052219402214,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/38283_--_000_104804.jpg?v=1776288717,1,"",false,,,,,,,,kg,,,active
quadro-led-chitarra-80x120,QUADRO LED CHITARRA 80x120,"<p>Quadro LED chitarra 80x120 con neon verde che illumina fiori e farfalle su fondo nero. Design artistico Palais Royal che combina musica e natura in un'unica composizione luminosa. La cornice decorativa trasforma qualsiasi ambiente in uno spazio sofisticato e affascinante.</p>

<p>Perfetto per chi ama musica e arte decorativa, questo quadro LED chitarra crea un'atmosfera magica con 6-8 ore di illuminazione continua. Dimensioni 80x120 cm: ideale per pareti di camera, living o studio musicale.</p>

<h3>Quando accendere il quadro LED chitarra?</h3>
<p>Sera e notte per creare un'atmosfera rilassante; durante il giorno come elemento decorativo con neon spento per conservare energia.</p>

<h3>Quali ambienti valorizza il quadro LED 80x120?</h3>
<p>Camera da letto, salotto, studio musicale o galleria d'arte moderna. Il contrasto tra il neon e i fiori botanici si adatta a stili bohemien, contemporaneo e vintage.</p>",Palais Royal,,"","occ:compleanno, occ:natale, per:donna, per:uomo, SKU:27600, stile:classico",true,Title,Default Title,,,,,,,,27600,0.0,shopify,5,deny,manual,270.00,0.00,true,true,,,,,8052219402269,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/27600_--_000_104806.jpg?v=1776304563,1,"",false,,,,,,,,kg,,,active
quadro-led-cantante-60x90,QUADRO LED CANTANTE 60x90,"<p>Il quadro LED cantante 60x90 di Palais Royal trasforma lo spazio con 15 colori dinamici e effetti sincronizzati al suono. Design pop art, cornice al neon e alimentazione USB: decorazione murale che reagisce alla musica in tempo reale.</p>

<p>Installazione rapida in 5 minuti, ingombro contenuto (60x90 cm) e consumi ridotti. Perfetto per camerette, studi creativi e ambienti moderni che cercano un elemento visivo interattivo e energico.</p>

<p><strong>Quadro LED interattivo: cosa serve per attivarlo?</strong> Solo una presa USB e uno spazio murale. <strong>I colori cambiano veramente a ritmo di musica?</strong> Sì, il microfono integrato cattura i suoni e sincronizza 15 tonalità diverse in base alla frequenza.</p>",Palais Royal,,"","occ:compleanno, occ:natale, per:donna, per:uomo, SKU:27593, stile:classico",true,Title,Default Title,,,,,,,,27593,0.0,shopify,2,deny,manual,125.00,0.00,true,true,,,,,8052219402146,https://cdn.shopify.com/s/files/1/0969/8515/3880/files/27593_--_000_104799.jpg?v=1776306746,1,"",false,,,,,,,,kg,,,active
